,Unnamed: 0,name,headquaters_location_city,headquaters_location_state,headquaters_location_country,headquaters_regions,founder,website_link,hub,num_employees_enum,last_funding_type,rank_org_company,IPO_status,industries,stock_symbol,description,founded_date,operating_status,also_known_as,company_type,legal_name,contact_phone,number_of_exits
128,128,CommScope Holding,Hickory,North Carolina,United States,"['East Coast', 'Southern US']",['Frank M. Drendel'],http://www.commscope.com,[],10000+ Employees,Debt Financing,"70,111",Public,"['Broadcasting', 'Hardware', 'Software']",NASDAQ:COMM ,"CommScope Enterprise Solutions, a division of CommScope, Inc., offers a complete portfolio of network infrastructure solutions that enable enterprise customers, regardless of size, industry or IT budget, to take advantage of business and technology opportunities. The division's SYSTIMAX® and Uniprise® product lines offer voice, data, video and converged solutions ranging from mission-critical, high-bandwidth and emerging applications to applications that demand unrelenting reliability and quality for everyday needs. Backed by CommScope Labs, the product lines are delivered through a global channel network of industry-leading BusinessPartners and distributors, ensuring a consistent and high-level of service and support worldwide.CommScope, Inc., concentrates on developing and providing infrastructure solutions for communication networks. Its Andrew Wireless Solutions™ brand specializes in radio frequency subsystem solutions for wireless networks. Through its SYSTIMAX® and Uniprise® brands, CommScope focuses on network infrastructure solutions, delivering a complete end-to-end physical layer solution, including cables and connectivity, enclosures, intelligent software and network design services for business enterprise applications. The company is also a manufacturer of coaxial cable for broadband cable television networks and one of the leading North American providers of environmentally secure cabinets for DSL and FTTN applications.",1976,,Active,For Profit,,,
129,129,Commercial Metals,Irving,Texas,United States,"['Dallas/Fort Worth Metroplex', 'Southern US']",['Jacob Feldman'],https://www.cmc.com/en/americas/Pages/home.aspx,[],10000+ Employees,Post-IPO Debt,"4,018",Public,"['Agriculture', 'Construction', 'Foundries', 'Industrial Engineering', 'Manufacturing', 'Mining', 'Recycling', 'Retail']",NYSE:CMC ,"Commercial Metals Company together with its subsidiaries manufacture, recycle and market steel and metal products, related materials and services through a network, including steel mini mills, steel fabrication and processing plants, construction-related product warehouses, a copper tube mini mill, metal recycling facilities and marketing and distribution in the United States and in international markets. The Company Americas Division operates utilizing three segments: Americas Recycling, Americas Mills and Americas Fabrication. The Company’s International Division operates utilizing two segments: International Mill and International Marketing and Distribution, which includes all marketing and distribution operations located outside the United States, as well as two United States-based trading and distribution divisions. In October 2013, Commercial Metals Company completed the sale of Howell Metal Company, to Mueller Copper Tube Products, Inc., a subsidiary of Mueller Industries, Inc.",1915,Active,Commercial Metals Company,For Profit,,,
130,130,Community Health Systems,Franklin,Tennessee,United States,['Southern US'],"['David L Steffy', 'Richard E. Ragsdale']",http://www.chs.net,[],10000+ Employees,,"106,889",Public,"['Health Care', 'Hospital']",NYSE:CYH ,"Community Health Systems Inc. is a Fortune 500 company based in Franklin, Tennessee. It is the largest non-urban provider of general hospital healthcare services in the United States in terms of number of acute care facilities. As of January 2014, it operates 206 hospitals in 29 states.",1985,,Active,For Profit,,,
131,131,Compass,New York,New York,United States,"['Greater New York Area', 'East Coast', 'Northeastern US']","['Greg Dorsey', 'Mike Weiss', 'Ori Allon', 'Robert Reffkin', 'Ugo Di Girolamo']",http://www.compass.com,['Compass Alumni Founded Companies'],10000+ Employees,Series G,822,Public,"['Property Management', 'Real Estate', 'Residential', 'Black / African American Founded', 'Black / African American Led']",NYSE:COMP ,"Compass is a real estate technology company that provides an online platform for buying, renting, and selling real estate assets.Its end-to-end platform supports the entire buying and selling workflow by pairing the industry’s top talent with technology to make the search and sell experience intelligent and seamless. Compass operates in 22+ regions across the United States including New York, Los Angeles, and Orange County, Chicago, San Francisco, Boston, Washington D.C., South Florida, The Hamptons, Santa Barbara and Montecito, San Diego, Seattle and Eastside, Philadelphia, Connecticut, Westchester, Aspen, Boulder, Denver, Atlanta, Austin, and Central Texas, Dallas-Fort Worth, Houston, Nashville, and Lake Tahoe.The firm was founded in 2012 by Ugo Di Girolamo, Ori Allon, and Robert Reffkin in New York, New York.","Oct 4, 2012",Active,Urban Compass,For Profit,,,
132,132,Conagra Brands,Chicago,Illinois,United States,"['Greater Chicago Area', 'Great Lakes', 'Midwestern US']","['Alva Kinney', 'Frank Little']",http://www.conagrabrands.com/,[],10000+ Employees,,"116,517",Public,"['Food Processing', 'Lifestyle']",NYSE:CAG ,"We’re ConAgra Foods. We make the food you love. We're passionate about sharing the love of food, stories of our people and the commitment we bring.","Nov 30, 1919",,Active,For Profit,,,
133,133,ConocoPhillips,Houston,Texas,United States,"['Greater Houston Area', 'Southern US']","['Frank Phillips', 'Isaac Blake', 'L.E. Phillips']",http://www.conocophillips.com,[],10000+ Employees,Post-IPO Equity,"100,676",Public,"['Energy', 'Oil and Gas']",NYSE:COP ,"ConocoPhillips is an oil and gas exploration and production company in the energy industry that promotes safety, health, and environmental safety.The company's technical capability, asset quality and scale, and financial strength are unmatched among independent upstream companies and uniquely position them to compete anywhere. ConocoPhillips is committed to the efficient and effective exploration and production of oil and natural gas. Producing oil and natural gas and getting them to market takes ingenuity, technology, and investment. Its innovative, collaborative efforts yield products that improve quality of life globally while producing economic benefits with far-reaching influence.Frank Phillips, Isaac Blake, and L.E. Phillips established ConocoPhillips in Houston, Texas in 2012.","Nov 16, 2001",,Active,For Profit,,,1.0
134,134,Consolidated Edison,Valhalla,New York,United States,"['Greater New York Area', 'East Coast', 'Northeastern US']",[],https://www.coned.com/en,[],10000+ Employees,Grant,"173,892",Public,"['Consulting', 'Energy', 'Energy Efficiency', 'Energy Management', 'GreenTech', 'Oil and Gas']",NYSE:ED ,"Con Edison operates one of the world's largest energy delivery systems, providing electricity, gas and steam to most of New York City and Westchester County.",1823,Active,ConEdison,For Profit,,,1.0
135,135,Constellation Brands,Victor,New York,United States,"['East Coast', 'Northeastern US']",['Marvin Sands'],http://cbrands.com,[],5001 to 10000 Employees,,"79,830",Public,"['Food and Beverage', 'Food Processing', 'Manufacturing', 'Wine And Spirits']",NYSE:STZ ,"Constellation Brands is a producer and marketer of beer, premium wine, and spirits brands. The company produces beer brands including Corona Extra, Modelo Especial, Ballast Point, Robert Mondavi, Kim Crawford, Ruffino, The Prisoner, SVEDKA Vodka, High West Whiskey, and more.Founded on 1945, Constellation Brands has more than 80 premium brands in its portfolio, sales in approximately 100 countries, has about 40 facilities, and has approximately 10,000 talented employees. The company's mission is to elevate life with every glass raised.",1945,Active,Canandaigua Brands,For Profit,,,1.0
136,136,Corning,Corning,New York,United States,"['East Coast', 'Northeastern US']","['Amory Houghton', 'Hao Dong']",http://www.corning.com/,['Corning Alumni Founded Companies'],10000+ Employees,Grant,624,Public,"['Building Material', 'Electronics', 'Hardware', 'Life Science', 'Manufacturing', 'Telecommunications']",NYSE:GLW ,"Corning is a manufacturer of building materials including glass, ceramic, related materials and technologies, and more. It does have capabilities such as synergistic and versatile which allows the company to evolve to meet changing market needs and also helping their customers capture new opportunities in dynamic industries. The company manufactures and develops Gorilla Glass, which is used by many smartphone makers.Corning creates and makes keystone components that enable high-technology systems for consumer electronics, mobile emissions control, telecommunications, and life sciences. it also provides industry products including precision glass for advanced displays, connectivity solutions for state-of-the-art communications networks, clean-air technologies for cars and trucks, damage-resistant cover glass for mobile devices, and trusted products to accelerate drug discovery and delivery.Corning was founded in 1851 and is headquartered in Corning, New York, United States.",1851,,Active,For Profit,,,7.0
137,137,Corteva,Wilmington,Delaware,United States,"['Greater Philadelphia Area', 'East Coast', 'Southern US']",[],https://www.corteva.com/,[],10000+ Employees,,"111,937",Private,"['Agriculture', 'Farmers Market', 'Farming']",,"Corteva Agriscience brings you the world's most recognized and premium agricultural solutions, featuring Pioneer® and Brevant™ Seeds, award-winning Crop Protection products, Encirca, and Granular software tools and services. they provide agronomic support and services to help increase farmer productivity and profitability. they strive to develop sustainable and efficient global food systems that benefit everyone.",2019,,Active,For Profit,,,
138,138,Costco Wholesale,Issaquah,Washington,United States,"['Greater Seattle Area', 'West Coast', 'Western US']","['James Sinegal', 'Jeffrey Brotman']",http://costco.com,[],10000+ Employees,,"18,102",Public,"['E-Commerce', 'Retail', 'Sports', 'Ticketing']",NASDAQ:COST ,"Costco is a membership warehouse club, dedicated to bringing their members the best possible prices on quality brand-name merchandise. With hundreds of locations worldwide, Costco provides a wide selection of merchandise, plus the convenience of specialty departments and exclusive member services, all designed to make your shopping experience a pleasurable one.The company's first location, opened in 1976 under the Price Club name, was in a converted airplane hangar on Morena Boulevard in San Diego. Originally serving only small businesses, the company found it could achieve far greater buying clout by also serving a selected audience of non-business members. With that change, the growth of the warehouse club industry was off and running.In 1983, the first Costco warehouse location was opened in Seattle. Costco became the first company ever to grow from zero to $3 billion in sales in less than six years. When Costco and Price Club merged in 1993, the combined company, operating under the name PriceCostco, had 206 locations generating $16 billion in annual sales.","Sep 15, 1983",,Active,For Profit,,,
