,Unnamed: 0,name,Pros,Cons
338,338,Advance Auto Parts,Some good people at store level but will leave and go to work somewhere else unfortunately (in 208 reviews)<br/>The benefits are good and you will learn many things if you are not a vehicle expert. (in 182 reviews)<br/>Flexible hours and pay. (in 94 reviews)<br/>Good coworkers with a relaxed environment (in 66 reviews)<br/>good work environment (in 45 reviews),The pay was low and there was a cap on the maximum I could ever expect to make there. (in 326 reviews)<br/>Poor corporate supply chain and DC upper management. (in 174 reviews)<br/>Poor management focuses on unreliable KPI numbers other than actually looking at each store for what they need. (in 163 reviews)<br/>Have District Managers do a job and not baby sit. (in 101 reviews)<br/>Stores will loose many team members and managers and district leaders will not even work in stores to help out. (in 69 reviews)
339,339,Biogen,Great benefits and really good HR. (in 292 reviews)<br/>Great people especially those that have been in the company for a bit of time. (in 157 reviews)<br/>Biogen has a great culture (in 85 reviews)<br/>good pay and good work (in 76 reviews)<br/>Good salary and benefit. (in 73 reviews),Poor management all over the building. (in 55 reviews)<br/>Senior leadership and their culture (in 42 reviews)<br/>Seem to have frequent layoffs (in 39 reviews)<br/>Your direct manager has complete control over your career. (in 36 reviews)<br/>Upper management is detached and seem uninformed (in 27 reviews)
340,340,Auto-Owners Insurance,Pension and great benefits (in 90 reviews)<br/>People great and company puts family first (in 60 reviews)<br/>Pension and 401k (in 35 reviews)<br/>Yearly bonuses can be good (in 26 reviews)<br/>The job security seemed solid<br/>and they liked to promote from within. (in 26 reviews),Low pay and micro (in 71 reviews)<br/>low salary depending on large profit sharing to make ends meet. (in 50 reviews)<br/>Management a bit inconsistent at times. (in 49 reviews)<br/>Wanted more opportunities but direct manager was not helpful. (in 21 reviews)<br/>Poor training (in 20 reviews)
342,342,Amphenol,Great people that want to do the best they can do to help customers reach their goals. (in 33 reviews)<br/>Good benefits (in 18 reviews)<br/>Friendly work environment (in 13 reviews)<br/>good work life balance (in 12 reviews)<br/>Decent colleagues and bosses (in 6 reviews),Management has no ethical fiber. (in 28 reviews)<br/>low pay and not exciting work (in 17 reviews)<br/>It pays way too lesser salary compared to (in 16 reviews)<br/>Very little training (in 8 reviews)<br/>Lots of miscommunication between managers and subordinates<br/>poor communication between diferent divisions. (in 7 reviews)
343,343,Quest Diagnostics,Benefits with the company are good for me and my family (in 526 reviews)<br/>It’s good and good pay (in 243 reviews)<br/>I have been able to meet a few really great people who are trying to make a difference (in 193 reviews)<br/>Most coworkers were great people (in 72 reviews)<br/>Work life balance is good because they don\'t expect you to work more than your 40 hours. (in 67 reviews),poor management from team leader(s). (in 281 reviews)<br/>workers and immediate supervisor. (in 76 reviews)<br/>Absolute no care to employees to much favoritism (in 68 reviews)<br/>poor upper management<br/>didn\'t value other employee\'s input (in 67 reviews)<br/>Many managers within organizations depend solely on thier personal self (in 65 reviews)
344,344,FirstEnergy,The pay is good (in 54 reviews)<br/>Good benefits and vacation time (in 45 reviews)<br/>great people to work with and knowledgeable managers (in 28 reviews)<br/>Work Life Balance is great (in 16 reviews)<br/>+ great coworkers (in 15 reviews),Poor management<br/>old thinking with no new blood<br/>required tools ofr job not present. (in 26 reviews)<br/>upper management completely unqualified (in 10 reviews)<br/>Managers think its the best place on earth to work<br/>and don\'t understand why morale is low. (in 7 reviews)<br/>Long hours at times but overall very good (in 6 reviews)<br/>Meet with supervisor to listen to calls and get coached on how to handle differently (can be a pro and a con). (in 5 reviews)
345,345,DCP Midstream,Benefits were good. (in 46 reviews)<br/>Pay is good. (in 34 reviews)<br/>Many of the employees are good people. (in 23 reviews)<br/>Good compensation/benefits and work/life balance (although only for traditional full (in 8 reviews)<br/>Great culture. (in 8 reviews),Management is backstabbing and dishonest. (in 12 reviews)<br/>layoffs 2 times in last 3 years (in 9 reviews)<br/>The Leadership at DCP is toxic and they send that toxicity down through the ranks. (in 9 reviews)<br/>Field personal feel that upper management are completely ignorant of what has to be done by hourly employees. (in 6 reviews)<br/>Communication is poor. (in 5 reviews)
346,346,Ally Financial,Great benefits and large enough to grow if you are in the right departments. (in 240 reviews)<br/>The people and culture are great. (in 104 reviews)<br/>Great people to work with and customer oriented. (in 93 reviews)<br/>Pay is good for an entry level position (in 84 reviews)<br/>Good work/life balance depending on team (in 67 reviews),poor management who turns a blind eye to unethical behavior<br/>out (in 70 reviews)<br/>Managers have trouble forming businesslike emails and most of them don\'t even have college degrees. (in 51 reviews)<br/>Senior leadership know we don\'t want to go back in office but they keep on sugar coating and glossing over our concerns. (in 39 reviews)<br/>No work from home options at all for bank employees (in 32 reviews)<br/>Working smarter and more efficiently is actually discouraged my upper management. (in 25 reviews)
347,347,Delek US Holdings,Great benefits and new equipment (in 14 reviews)<br/>The people you work with are great (in 13 reviews)<br/>Pay is good compared to non (in 11 reviews)<br/>Friendly work environment<br/>good team building . (in 7 reviews)<br/>Alot of my coworkers were great as well as my managers. (in 5 reviews),Poor management can ruin a company. (in 13 reviews)<br/>needs more system automation and better work life balance (in 11 reviews)<br/>Many times<br/>the managers will not listen to experienced employees<br/>but then will allow costly damage to occur as a result<br/>then look for a scapegoat. (in 7 reviews)<br/>Long hours like all driving jobs (in 7 reviews)<br/>The main issue with Delek is the extreme negative culture that has been created by the head of the organization. (in 6 reviews)
348,348,Williams,Good Benefits compared to similar industries (in 73 reviews)<br/>Pay was good but not great. (in 55 reviews)<br/>Great people to work with and for. (in 53 reviews)<br/>good work life balance for family life (in 24 reviews)<br/>Great culture and wonderful people. (in 17 reviews),Poor management with no accountability. (in 25 reviews)<br/>Mass layoffs gutting the company. (in 15 reviews)<br/>Managers always looking for brownie points. (in 9 reviews)<br/>Upper management doesn\'t seem to understand the needs of various departments. (in 8 reviews)<br/>If the employee is doing well but needs additional training<br/>it is best to use personal means unless employee has made close relations to higher ups. (in 7 reviews)
349,349,Newell Brands,The people are great and you can have a lot of exposure to different brands. (in 132 reviews)<br/>Pay was good but not fantastic (in 66 reviews)<br/>Benefits are good and the company will have outings for team building that can be a lot of fun. (in 66 reviews)<br/>Good work life balance only (in 47 reviews)<br/>Great culture here. (in 35 reviews),Slow<br/>poor management. (in 40 reviews)<br/>Poor leadership (in 38 reviews)<br/>Poor upper management. (in 32 reviews)<br/>They give high salary for new joinee and low salary for loyal people (in 27 reviews)<br/>And there is a definite lack of good managers. (in 22 reviews)
350,350,Eastman Chemical,The people I work with are great people and really good at what they do. (in 172 reviews)<br/>Benefits were good. (in 130 reviews)<br/>Great culture and values that helps employees feel identified with the company in a short period of time (in 130 reviews)<br/>They have good pay and work with you in hours (in 121 reviews)<br/>There is a good work/life balance with most managers understanding you have a life outside the office. (in 84 reviews),Logistics Management is a good ole boys club and the people at the top have very long memories. (in 62 reviews)<br/>Upper management is clueless. (in 24 reviews)<br/>Many managers are more interested in advancing their careers than growing the individuals under them. (in 21 reviews)<br/>Lack of diversity in some areas (in 17 reviews)<br/>Benefits package not as good as it once was. (in 14 reviews)
351,351,Air Products & Chemicals,Great for people who stay as there are great potentials to come (in 98 reviews)<br/>Good pay and varying experience. (in 66 reviews)<br/>Good benefits and structure. (in 61 reviews)<br/>Work Life balance can be good again depending upon your manager (in 35 reviews)<br/>great culture overall at the company (in 33 reviews),Management is disconnected from employees (in 42 reviews)<br/>The new CEO (who joined 18 months ago and was installed by a hedge fund) has ripped the heart out of this company. (in 18 reviews)<br/>theres so many employees and only about 2 managers who get to make decisions about who get what opportunity. (in 17 reviews)<br/>Huge layoffs in research whenever there\'s a serious economic downturn (most recent was pretty shocking (in 14 reviews)<br/>Long hours.up to 70 hours weekly working with liquid nitrogen and liquid oxygen (in 11 reviews)
